,Symptom,Disease
1873,"abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1874,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1875,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ",social phobia
1876,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1877,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1878,"depression ,depressive or psychotic symptoms ,insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1879,"anxiety and nervousness ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1880,"depression ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1881,"anxiety and nervousness ,depression ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1882,"depression ,insomnia ,excessive appetite ,excessive anger ",social phobia
1883,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1884,"depression ,excessive appetite ,excessive anger ",social phobia
1885,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1886,"depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1887,"insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1888,"depression ,excessive appetite ,excessive anger ",social phobia
1889,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1890,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1891,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1892,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1893,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1894,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1895,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,delusions or hallucinations ",social phobia
1896,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1897,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1898,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1899,"anxiety and nervousness ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1900,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1901,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1902,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1903,"depression ,insomnia ,abusing alcohol ,delusions or hallucinations ",social phobia
1904,"anxiety and nervousness ,depressive or psychotic symptoms ,fears and phobias ",social phobia
1905,"anxiety and nervousness ,depression ,excessive appetite ,delusions or hallucinations ",social phobia
1906,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1907,"depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1908,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1909,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1910,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1911,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1912,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1913,"depression ,insomnia ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1914,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1915,"depression ,insomnia ,excessive anger ,delusions or hallucinations ",social phobia
1916,"depression ,depressive or psychotic symptoms ,abusing alcohol ,fears and phobias ",social phobia
1917,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ",social phobia
1918,"anxiety and nervousness ,insomnia ,delusions or hallucinations ,fears and phobias ",social phobia
1919,"anxiety and nervousness ,depression ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1920,"depressive or psychotic symptoms ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1921,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1922,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1923,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1924,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ",social phobia
1925,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1926,"anxiety and nervousness ,depression ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1927,"depression ,insomnia ,abusing alcohol ,fears and phobias ",social phobia
1928,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1929,"depression ,insomnia ,delusions or hallucinations ,fears and phobias ",social phobia
1930,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1931,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ",social phobia
1932,"depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1933,"depression ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1934,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1935,"anxiety and nervousness ,depression ,insomnia ,excessive anger ,fears and phobias ",social phobia
1936,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1937,"insomnia ,delusions or hallucinations ,fears and phobias ",social phobia
1938,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1939,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1940,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1941,"anxiety and nervousness ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1942,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1943,"depression ,insomnia ,abusing alcohol ,fears and phobias ",social phobia
1944,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1945,"depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1946,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,fears and phobias ",social phobia
1947,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1948,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ",social phobia
1949,"insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1950,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1951,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1952,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1953,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1954,"anxiety and nervousness ,depression ,abusing alcohol ",social phobia
1955,"insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1956,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1957,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1958,"depression ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1959,"anxiety and nervousness ,depression ,insomnia ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1960,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1961,"anxiety and nervousness ,depression ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1962,"depression ,delusions or hallucinations ,fears and phobias ",social phobia
1963,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1964,"depressive or psychotic symptoms ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1965,"depression ,insomnia ,abusing alcohol ,delusions or hallucinations ",social phobia
1966,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1967,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1968,"anxiety and nervousness ,insomnia ,excessive appetite ",social phobia
1969,"depression ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1970,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1971,"depressive or psychotic symptoms ,insomnia ,excessive anger ,fears and phobias ",social phobia
1972,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1973,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1974,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1975,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1976,"abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1977,"insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1978,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1979,"abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1980,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1981,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1982,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1983,"depression ,insomnia ,abusing alcohol ",social phobia
1984,"depression ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1985,"abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1986,"insomnia ,excessive appetite ,excessive anger ",social phobia
1987,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1988,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1989,"abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1990,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1991,"insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1992,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1993,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
1994,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,delusions or hallucinations ",social phobia
1995,"depression ,insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
1996,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1997,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1998,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1999,"anxiety and nervousness ,insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
2000,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
2001,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
2002,"anxiety and nervousness ,excessive appetite ",social phobia
2003,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
2004,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
2005,"depression ,insomnia ,abusing alcohol ,excessive anger ",social phobia
2006,"depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ",social phobia
2007,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
2008,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ",social phobia
2009,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
2010,"insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
2011,"depression ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
2012,"depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
2013,"depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
2014,"insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
2015,"anxiety and nervousness ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
2016,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive anger ,fears and phobias ",social phobia
2017,"hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2018,"depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2019,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2020,"depression ,insomnia ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2021,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2022,"depression ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2023,"anxiety and nervousness ,depression ,insomnia ,fears and phobias ,nightmares ",adjustment reaction
2024,"anxiety and nervousness ,depression ,restlessness ,fears and phobias ,nightmares ",adjustment reaction
2025,"anxiety and nervousness ,insomnia ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2026,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2027,"depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2028,"depression ,restlessness ,delusions or hallucinations ",adjustment reaction
2029,"depression ,insomnia ,restlessness ,delusions or hallucinations ",adjustment reaction
2030,"depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2031,"depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2032,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ",adjustment reaction
2033,"depression ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2034,"anxiety and nervousness ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2035,"hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2036,"depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2037,"depression ,insomnia ,hostile behavior ,restlessness ,fears and phobias ",adjustment reaction
2038,"depression ,insomnia ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2039,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2040,"depression ,insomnia ,excessive anger ",adjustment reaction
2041,"insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2042,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,nightmares ",adjustment reaction
2043,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2044,"insomnia ,excessive anger ,fears and phobias ",adjustment reaction
2045,"anxiety and nervousness ,depression ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2046,"depression ,excessive anger ,nightmares ",adjustment reaction
2047,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2048,"anxiety and nervousness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2049,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2050,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2051,"anxiety and nervousness ,depression ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2052,"insomnia ,hostile behavior ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2053,"anxiety and nervousness ,depression ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2054,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2055,"anxiety and nervousness ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2056,"insomnia ,restlessness ",adjustment reaction
2057,"depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2058,"anxiety and nervousness ,fears and phobias ,nightmares ",adjustment reaction
2059,"depression ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2060,"depression ,insomnia ,excessive anger ,delusions or hallucinations ",adjustment reaction
2061,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2062,"depression ,insomnia ,hostile behavior ,excessive anger ,fears and phobias ",adjustment reaction
2063,"anxiety and nervousness ,hostile behavior ,excessive anger ,fears and phobias ",adjustment reaction
2064,"restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2065,"insomnia ,restlessness ,delusions or hallucinations ",adjustment reaction
2066,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2067,"anxiety and nervousness ,insomnia ,excessive anger ,nightmares ",adjustment reaction
2068,"insomnia ,fears and phobias ",adjustment reaction
2069,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ",adjustment reaction
2070,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2071,"depression ,insomnia ,hostile behavior ",adjustment reaction
2072,"hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2073,"anxiety and nervousness ,insomnia ,restlessness ,fears and phobias ,nightmares ",adjustment reaction
2074,"anxiety and nervousness ,depression ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2075,"anxiety and nervousness ,depression ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2076,"insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2077,"anxiety and nervousness ,hostile behavior ,excessive anger ",adjustment reaction
2078,"depression ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2079,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2080,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2081,"insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2082,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2083,"insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2084,"depression ,insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2085,"anxiety and nervousness ,insomnia ,restlessness ,excessive anger ",adjustment reaction
2086,"depression ,restlessness ,excessive anger ,fears and phobias ",adjustment reaction
2087,"depression ,insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2088,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ",adjustment reaction
2089,"depression ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2090,"insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2091,"insomnia ,restlessness ,fears and phobias ,nightmares ",adjustment reaction
2092,"insomnia ,excessive anger ",adjustment reaction
2093,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2094,"anxiety and nervousness ,depression ,insomnia ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2095,"depression ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2096,"anxiety and nervousness ,depression ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2097,"anxiety and nervousness ,depression ,restlessness ,delusions or hallucinations ",adjustment reaction
2098,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2099,"insomnia ,hostile behavior ,fears and phobias ,nightmares ",adjustment reaction
2100,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,delusions or hallucinations ,nightmares ",adjustment reaction
2101,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ",adjustment reaction
2102,"depression ,insomnia ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2103,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,fears and phobias ,nightmares ",adjustment reaction
2104,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ",adjustment reaction
2105,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ",adjustment reaction
2106,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2107,"anxiety and nervousness ,insomnia ,hostile behavior ,excessive anger ",adjustment reaction
2108,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2109,"depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2110,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2111,"depression ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2112,"insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2113,"insomnia ,hostile behavior ,fears and phobias ,nightmares ",adjustment reaction
2114,"anxiety and nervousness ,insomnia ,restlessness ,delusions or hallucinations ",adjustment reaction
2115,"anxiety and nervousness ,insomnia ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2116,"anxiety and nervousness ,depression ,insomnia ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2117,"depression ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2118,"anxiety and nervousness ,hostile behavior ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2119,"depression ,hostile behavior ,restlessness ,excessive anger ,fears and phobias ,nightmares ",adjustment reaction
2120,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,nightmares ",adjustment reaction
2121,"anxiety and nervousness ,insomnia ,hostile behavior ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2122,"depression ,hostile behavior ,excessive anger ,delusions or hallucinations ",adjustment reaction
2123,"depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ",adjustment reaction
2124,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,fears and phobias ",adjustment reaction
2125,"depression ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2126,"depression ,nightmares ",adjustment reaction
2127,"depression ,hostile behavior ,restlessness ,excessive anger ,nightmares ",adjustment reaction
2128,"depression ,insomnia ,restlessness ,fears and phobias ",adjustment reaction
2129,"depression ,insomnia ,hostile behavior ,restlessness ,nightmares ",adjustment reaction
2130,"anxiety and nervousness ,depression ,insomnia ,restlessness ,fears and phobias ,nightmares ",adjustment reaction
2131,"anxiety and nervousness ,depression ,excessive anger ,delusions or hallucinations ",adjustment reaction
2132,"depression ,insomnia ,fears and phobias ,nightmares ",adjustment reaction
2133,"anxiety and nervousness ,depression ,excessive anger ",adjustment reaction
2134,"depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2135,"depression ,insomnia ,hostile behavior ,delusions or hallucinations ",adjustment reaction
2136,"insomnia ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2137,"insomnia ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2138,"depression ,insomnia ,hostile behavior ,restlessness ",adjustment reaction
2139,"excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2140,"insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2141,"insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ",adjustment reaction
2142,"depression ,insomnia ,restlessness ,excessive anger ,delusions or hallucinations ,nightmares ",adjustment reaction
2143,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,delusions or hallucinations ,fears and phobias ,nightmares ",adjustment reaction
2144,"anxiety and nervousness ,insomnia ,hostile behavior ,restlessness ,delusions or hallucinations ",adjustment reaction
2145,"depression ,hostile behavior ,restlessness ,delusions or hallucinations ,nightmares ",adjustment reaction
2146,"depression ,insomnia ,hostile behavior ,excessive anger ,nightmares ",adjustment reaction
2147,"anxiety and nervousness ,depression ,insomnia ,hostile behavior ,restlessness ,excessive anger ,nightmares ",adjustment reaction
