,Symptom,Disease
20797,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
20798,"leg pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20799,"leg pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20800,"abnormal involuntary movements ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20801,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20802,"abnormal involuntary movements ,leg pain ,foot or toe pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
20803,"dizziness ,abnormal involuntary movements ,leg pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20804,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20805,"abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20806,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20807,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20808,"leg pain ,arm pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20809,"dizziness ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20810,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20811,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20812,"abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20813,"arm pain ,foot or toe pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
20814,"abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20815,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20816,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
20817,"dizziness ,abnormal involuntary movements ,leg pain ,paresthesia ",peripheral nerve disorder
20818,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20819,"arm pain ,back pain ,loss of sensation ",peripheral nerve disorder
20820,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20821,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,arm weakness ",peripheral nerve disorder
20822,"dizziness ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
20823,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,arm weakness ",peripheral nerve disorder
20824,"leg pain ,back pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20825,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ",peripheral nerve disorder
20826,"dizziness ,abnormal involuntary movements ,leg pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20827,"dizziness ,leg pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20828,"dizziness ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
20829,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20830,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ",peripheral nerve disorder
20831,"leg pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20832,"abnormal involuntary movements ,arm pain ,back pain ,arm weakness ,leg weakness ",peripheral nerve disorder
20833,"leg pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20834,"dizziness ,abnormal involuntary movements ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20835,"leg pain ,back pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20836,"arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20837,"abnormal involuntary movements ,problems with movement ,leg weakness ",peripheral nerve disorder
20838,"leg pain ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20839,"dizziness ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20840,"abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20841,"abnormal involuntary movements ,leg pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
20842,"arm pain ,paresthesia ",peripheral nerve disorder
20843,"back pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
20844,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20845,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
20846,"dizziness ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20847,"arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20848,"arm pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20849,"leg pain ,back pain ,problems with movement ",peripheral nerve disorder
20850,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
20851,"dizziness ,leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20852,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20853,"abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20854,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20855,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20856,"leg pain ,arm pain ,leg weakness ",peripheral nerve disorder
20857,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20858,"abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20859,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ",peripheral nerve disorder
20860,"leg pain ,arm pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20861,"dizziness ,arm pain ,foot or toe pain ,problems with movement ",peripheral nerve disorder
20862,"leg pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
20863,"dizziness ,leg pain ,arm pain ,foot or toe pain ,arm weakness ",peripheral nerve disorder
20864,"dizziness ,leg pain ,arm pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20865,"arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20866,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
20867,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20868,"abnormal involuntary movements ,back pain ,foot or toe pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20869,"abnormal involuntary movements ,leg pain ,back pain ,paresthesia ,arm weakness ",peripheral nerve disorder
20870,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20871,"dizziness ,abnormal involuntary movements ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20872,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20873,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20874,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20875,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20876,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
20877,"leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20878,"dizziness ,abnormal involuntary movements ,foot or toe pain ,leg weakness ",peripheral nerve disorder
20879,"arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20880,"arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20881,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20882,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
20883,"dizziness ,leg pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20884,"dizziness ,leg pain ,leg weakness ",peripheral nerve disorder
20885,"dizziness ,arm pain ,foot or toe pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
20886,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20887,"leg pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
20888,"dizziness ,abnormal involuntary movements ,arm pain ,foot or toe pain ,arm weakness ",peripheral nerve disorder
20889,"abnormal involuntary movements ,foot or toe pain ,paresthesia ,arm weakness ",peripheral nerve disorder
20890,"abnormal involuntary movements ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20891,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20892,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
20893,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20894,"leg pain ,arm pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20895,"leg pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20896,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20897,"arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20898,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20899,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20900,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20901,"leg pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
20902,"abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
20903,"dizziness ,abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20904,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20905,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
20906,"leg pain ,arm pain ,back pain ,arm weakness ",peripheral nerve disorder
20907,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,paresthesia ,arm weakness ",peripheral nerve disorder
20908,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
20909,"dizziness ,foot or toe pain ,leg weakness ",peripheral nerve disorder
20910,"abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20911,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,paresthesia ",peripheral nerve disorder
20912,"abnormal involuntary movements ,arm pain ,back pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
20913,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20914,"dizziness ,leg pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20915,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20916,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",peripheral nerve disorder
20917,"abnormal involuntary movements ,arm pain ,back pain ,disturbance of memory ",peripheral nerve disorder
20918,"arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20919,"dizziness ,abnormal involuntary movements ,back pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20920,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20921,"dizziness ,leg pain ,arm pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
20922,"abnormal involuntary movements ,leg pain ,back pain ,paresthesia ,leg weakness ",peripheral nerve disorder
20923,"leg pain ,arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20924,"dizziness ,leg pain ,arm pain ,foot or toe pain ,paresthesia ",peripheral nerve disorder
20925,"dizziness ,abnormal involuntary movements ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20926,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20927,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20928,"arm pain ,foot or toe pain ,paresthesia ",peripheral nerve disorder
20929,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20930,"arm pain ,back pain ,foot or toe pain ,problems with movement ,leg weakness ",peripheral nerve disorder
20931,"abnormal involuntary movements ,leg pain ,arm pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20932,"arm pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20933,"dizziness ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
20934,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
20935,"abnormal involuntary movements ,leg pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20936,"arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20937,"dizziness ,back pain ,foot or toe pain ,loss of sensation ",peripheral nerve disorder
20938,"dizziness ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20939,"back pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20940,"arm pain ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20941,"leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20942,"leg pain ,arm pain ,foot or toe pain ,disturbance of memory ",peripheral nerve disorder
20943,"dizziness ,back pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
20944,"abnormal involuntary movements ,foot or toe pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20945,"dizziness ,leg pain ,arm pain ,problems with movement ,loss of sensation ,paresthesia ",peripheral nerve disorder
20946,"abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,leg weakness ",peripheral nerve disorder
20947,"abnormal involuntary movements ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
20948,"dizziness ,abnormal involuntary movements ,arm pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
20949,"dizziness ,abnormal involuntary movements ,arm pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20950,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20951,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20952,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20953,"dizziness ,abnormal involuntary movements ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20954,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20955,"abnormal involuntary movements ,arm pain ,back pain ,paresthesia ",peripheral nerve disorder
20956,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
20957,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
20958,"leg pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
20959,"dizziness ,leg pain ,arm pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
20960,"problems with movement ,loss of sensation ",peripheral nerve disorder
20961,"dizziness ,abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20962,"dizziness ,back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
20963,"dizziness ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20964,"back pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
20965,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,leg weakness ",peripheral nerve disorder
20966,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20967,"abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
20968,"dizziness ,leg pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20969,"dizziness ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20970,"dizziness ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20971,"dizziness ,abnormal involuntary movements ,leg pain ,problems with movement ,leg weakness ",peripheral nerve disorder
20972,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20973,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20974,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ",peripheral nerve disorder
20975,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,paresthesia ",peripheral nerve disorder
20976,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20977,"arm pain ,back pain ,foot or toe pain ,loss of sensation ",peripheral nerve disorder
20978,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ",peripheral nerve disorder
20979,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
20980,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
20981,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20982,"abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20983,"abnormal involuntary movements ,arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20984,"abnormal involuntary movements ,back pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
20985,"dizziness ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
20986,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
20987,"leg pain ,arm pain ,back pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
20988,"arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20989,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
20990,"dizziness ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
20991,"arm pain ,back pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
20992,"abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20993,"dizziness ,abnormal involuntary movements ,arm pain ,paresthesia ,arm weakness ",peripheral nerve disorder
20994,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
20995,"leg pain ,problems with movement ",peripheral nerve disorder
20996,"abnormal involuntary movements ,back pain ,disturbance of memory ,paresthesia ",peripheral nerve disorder
20997,"arm pain ,back pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
20998,"arm pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
20999,"dizziness ,arm pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
21000,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
21001,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21002,"leg pain ,arm pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21003,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
21004,"abnormal involuntary movements ,leg pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21005,"abnormal involuntary movements ,leg pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
21006,"dizziness ,abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
21007,"dizziness ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21008,"abnormal involuntary movements ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21009,"abnormal involuntary movements ,arm pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
21010,"dizziness ,arm pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
21011,"abnormal involuntary movements ,back pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
21012,"abnormal involuntary movements ,leg pain ,back pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
21013,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21014,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
21015,"leg pain ,arm pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21016,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
21017,"dizziness ,leg pain ,arm pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
21018,"dizziness ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21019,"abnormal involuntary movements ,leg pain ,arm pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21020,"dizziness ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
21021,"dizziness ,abnormal involuntary movements ,leg pain ",peripheral nerve disorder
21022,"back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
21023,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21024,"abnormal involuntary movements ,leg pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
21025,"abnormal involuntary movements ,back pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
21026,"arm pain ,back pain ,problems with movement ,paresthesia ",peripheral nerve disorder
