,Symptom,Disease
10461,"abnormal involuntary movements ,arm pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10462,"abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
10463,"leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10464,"arm pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10465,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10466,"leg pain ,problems with movement ,leg weakness ",peripheral nerve disorder
10467,"dizziness ,abnormal involuntary movements ,back pain ,problems with movement ,paresthesia ,leg weakness ",peripheral nerve disorder
10468,"abnormal involuntary movements ,arm pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10469,"dizziness ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10470,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10471,"dizziness ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10472,"abnormal involuntary movements ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
10473,"leg pain ,back pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10474,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
10475,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10476,"dizziness ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10477,"dizziness ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10478,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10479,"back pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10480,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10481,"arm pain ,back pain ,disturbance of memory ",peripheral nerve disorder
10482,"dizziness ,back pain ,foot or toe pain ,arm weakness ,leg weakness ",peripheral nerve disorder
10483,"foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ",peripheral nerve disorder
10484,"leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
10485,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10486,"abnormal involuntary movements ,leg pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10487,"dizziness ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10488,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10489,"leg pain ,back pain ,foot or toe pain ",peripheral nerve disorder
10490,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10491,"arm pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10492,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10493,"leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10494,"abnormal involuntary movements ,back pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10495,"dizziness ,leg pain ,back pain ,foot or toe pain ",peripheral nerve disorder
10496,"abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10497,"abnormal involuntary movements ,foot or toe pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10498,"dizziness ,abnormal involuntary movements ,paresthesia ,arm weakness ",peripheral nerve disorder
10499,"leg pain ,back pain ,foot or toe pain ,arm weakness ",peripheral nerve disorder
10500,"abnormal involuntary movements ,arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10501,"arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10502,"dizziness ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10503,"dizziness ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
10504,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ",peripheral nerve disorder
10505,"abnormal involuntary movements ,arm pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10506,"abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10507,"dizziness ,arm pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10508,"arm pain ,foot or toe pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10509,"abnormal involuntary movements ,leg pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
10510,"dizziness ,leg pain ,foot or toe pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
10511,"dizziness ,abnormal involuntary movements ,leg pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
10512,"foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10513,"abnormal involuntary movements ,leg pain ,back pain ,disturbance of memory ",peripheral nerve disorder
10514,"abnormal involuntary movements ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10515,"dizziness ,leg pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10516,"dizziness ,arm pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
10517,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10518,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
10519,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10520,"dizziness ,abnormal involuntary movements ,back pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
10521,"dizziness ,abnormal involuntary movements ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10522,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10523,"abnormal involuntary movements ,leg pain ,arm pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10524,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10525,"leg pain ,arm pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10526,"dizziness ,arm pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10527,"back pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10528,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,disturbance of memory ",peripheral nerve disorder
10529,"dizziness ,leg pain ,back pain ,arm weakness ",peripheral nerve disorder
10530,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10531,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,leg weakness ",peripheral nerve disorder
10532,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,leg weakness ",peripheral nerve disorder
10533,"arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10534,"dizziness ,abnormal involuntary movements ,loss of sensation ,leg weakness ",peripheral nerve disorder
10535,"arm pain ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10536,"abnormal involuntary movements ,arm pain ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
10537,"loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10538,"foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10539,"dizziness ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10540,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10541,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10542,"arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10543,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10544,"problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10545,"abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10546,"dizziness ,leg pain ,arm weakness ",peripheral nerve disorder
10547,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10548,"leg pain ,arm pain ,problems with movement ,paresthesia ",peripheral nerve disorder
10549,"dizziness ,back pain ,foot or toe pain ,problems with movement ,leg weakness ",peripheral nerve disorder
10550,"dizziness ,arm pain ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10551,"dizziness ,abnormal involuntary movements ,leg pain ,foot or toe pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10552,"abnormal involuntary movements ,leg pain ,foot or toe pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
10553,"arm pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
10554,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10555,"back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10556,"dizziness ,foot or toe pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10557,"abnormal involuntary movements ,foot or toe pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10558,"dizziness ,leg pain ,arm pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10559,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10560,"leg pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10561,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
10562,"abnormal involuntary movements ,leg pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10563,"dizziness ,arm pain ,back pain ,paresthesia ,arm weakness ",peripheral nerve disorder
10564,"dizziness ,back pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10565,"arm pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10566,"loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10567,"leg pain ,back pain ",peripheral nerve disorder
10568,"dizziness ,leg pain ,back pain ,paresthesia ",peripheral nerve disorder
10569,"leg pain ,foot or toe pain ,paresthesia ",peripheral nerve disorder
10570,"dizziness ,abnormal involuntary movements ,back pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10571,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10572,"leg pain ,back pain ,foot or toe pain ,arm weakness ,leg weakness ",peripheral nerve disorder
10573,"abnormal involuntary movements ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10574,"dizziness ,leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10575,"dizziness ,abnormal involuntary movements ,foot or toe pain ,disturbance of memory ",peripheral nerve disorder
10576,"leg pain ,back pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
10577,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,paresthesia ",peripheral nerve disorder
10578,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10579,"back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10580,"dizziness ,leg pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10581,"leg pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10582,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10583,"abnormal involuntary movements ,leg pain ,foot or toe pain ,paresthesia ,arm weakness ",peripheral nerve disorder
10584,"abnormal involuntary movements ,leg pain ,foot or toe pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10585,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10586,"loss of sensation ,paresthesia ",peripheral nerve disorder
10587,"arm pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10588,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,paresthesia ,leg weakness ",peripheral nerve disorder
10589,"abnormal involuntary movements ,leg pain ,foot or toe pain ",peripheral nerve disorder
10590,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,leg weakness ",peripheral nerve disorder
10591,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10592,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10593,"abnormal involuntary movements ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10594,"dizziness ,abnormal involuntary movements ,leg pain ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10595,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
10596,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,loss of sensation ",peripheral nerve disorder
10597,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10598,"dizziness ,leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10599,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
10600,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,arm weakness ",peripheral nerve disorder
10601,"problems with movement ,loss of sensation ,paresthesia ",peripheral nerve disorder
10602,"dizziness ,abnormal involuntary movements ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10603,"abnormal involuntary movements ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10604,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
10605,"foot or toe pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10606,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
10607,"abnormal involuntary movements ,back pain ,leg weakness ",peripheral nerve disorder
10608,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10609,"back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
10610,"arm pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
10611,"abnormal involuntary movements ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10612,"leg pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10613,"abnormal involuntary movements ,arm pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10614,"dizziness ,leg pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10615,"dizziness ,abnormal involuntary movements ,arm pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10616,"dizziness ,abnormal involuntary movements ,arm pain ",peripheral nerve disorder
10617,"dizziness ,arm pain ,arm weakness ,leg weakness ",peripheral nerve disorder
10618,"dizziness ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10619,"abnormal involuntary movements ,foot or toe pain ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10620,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10621,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10622,"dizziness ,abnormal involuntary movements ,arm pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10623,"dizziness ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10624,"arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",peripheral nerve disorder
10625,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10626,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10627,"back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10628,"back pain ,foot or toe pain ,loss of sensation ,leg weakness ",peripheral nerve disorder
10629,"leg pain ,arm pain ",peripheral nerve disorder
10630,"dizziness ,abnormal involuntary movements ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10631,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10632,"abnormal involuntary movements ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10633,"dizziness ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
10634,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10635,"abnormal involuntary movements ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10636,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10637,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10638,"abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10639,"dizziness ,abnormal involuntary movements ,arm pain ,problems with movement ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10640,"dizziness ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ",peripheral nerve disorder
10641,"arm pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10642,"arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10643,"dizziness ,back pain ,loss of sensation ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10644,"abnormal involuntary movements ,arm pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10645,"leg pain ,arm pain ,back pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10646,"back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ",peripheral nerve disorder
10647,"back pain ,problems with movement ,paresthesia ",peripheral nerve disorder
10648,"dizziness ,abnormal involuntary movements ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10649,"abnormal involuntary movements ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10650,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",peripheral nerve disorder
10651,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
10652,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10653,"dizziness ,leg pain ,back pain ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10654,"leg pain ,back pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10655,"leg pain ,back pain ,paresthesia ,arm weakness ",peripheral nerve disorder
10656,"arm pain ,back pain ,paresthesia ,arm weakness ",peripheral nerve disorder
10657,"dizziness ,arm pain ,foot or toe pain ,arm weakness ",peripheral nerve disorder
10658,"dizziness ,abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10659,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10660,"dizziness ,abnormal involuntary movements ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,arm weakness ",peripheral nerve disorder
10661,"leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10662,"dizziness ,abnormal involuntary movements ,back pain ,disturbance of memory ,leg weakness ",peripheral nerve disorder
10663,"abnormal involuntary movements ,arm pain ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10664,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10665,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,loss of sensation ,paresthesia ",peripheral nerve disorder
10666,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10667,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",peripheral nerve disorder
10668,"dizziness ,abnormal involuntary movements ,foot or toe pain ,problems with movement ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10669,"abnormal involuntary movements ,leg pain ,disturbance of memory ",peripheral nerve disorder
10670,"leg pain ,arm pain ,foot or toe pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10671,"foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10672,"dizziness ,abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,disturbance of memory ",peripheral nerve disorder
10673,"dizziness ,abnormal involuntary movements ,back pain ,foot or toe pain ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10674,"dizziness ,arm pain ,foot or toe pain ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10675,"abnormal involuntary movements ,arm pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10676,"leg pain ,foot or toe pain ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10677,"dizziness ,back pain ,foot or toe pain ,problems with movement ,arm weakness ,leg weakness ",peripheral nerve disorder
10678,"dizziness ,arm pain ,foot or toe pain ,problems with movement ,loss of sensation ,arm weakness ,leg weakness ",peripheral nerve disorder
10679,"dizziness ,loss of sensation ,disturbance of memory ",peripheral nerve disorder
10680,"foot or toe pain ,disturbance of memory ",peripheral nerve disorder
10681,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10682,"dizziness ,arm pain ,foot or toe pain ,leg weakness ",peripheral nerve disorder
10683,"abnormal involuntary movements ,leg pain ,arm weakness ",peripheral nerve disorder
10684,"dizziness ,abnormal involuntary movements ,leg pain ,loss of sensation ,disturbance of memory ,arm weakness ",peripheral nerve disorder
10685,"dizziness ,abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10686,"dizziness ,foot or toe pain ,problems with movement ,disturbance of memory ,arm weakness ,leg weakness ",peripheral nerve disorder
10687,"dizziness ,arm pain ,back pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10688,"dizziness ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10689,"dizziness ,abnormal involuntary movements ,leg pain ,arm pain ,back pain ,problems with movement ,paresthesia ,leg weakness ",peripheral nerve disorder
10690,"dizziness ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10691,"dizziness ,leg pain ,arm pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,leg weakness ",peripheral nerve disorder
10692,"abnormal involuntary movements ,leg pain ,back pain ,foot or toe pain ,paresthesia ,arm weakness ,leg weakness ",peripheral nerve disorder
10693,"dizziness ,abnormal involuntary movements ,back pain ,loss of sensation ,arm weakness ",peripheral nerve disorder
10694,"back pain ,paresthesia ,arm weakness ",peripheral nerve disorder
10695,"dizziness ,arm pain ,back pain ",peripheral nerve disorder
10696,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,disturbance of memory ,paresthesia ,leg weakness ",peripheral nerve disorder
10697,"dizziness ,arm pain ,disturbance of memory ,paresthesia ,arm weakness ",peripheral nerve disorder
10698,"foot or toe pain ,problems with movement ,loss of sensation ",peripheral nerve disorder
